Date,Unnamed: 0,Census Tract, Total Population,California County,ZIP,"Nearby City 
(to help approximate location only)",Longitude,Latitude,DRAFT CES 4.0 Score,DRAFT CES 4.0 Percentile,"DRAFT CES 4.0
Percentile Range",Ozone,Ozone Pctl,PM2.5,PM2.5 Pctl,Diesel PM,Diesel PM Pctl,Drinking Water,Drinking Water Pctl,Lead,Lead Pctl,Pesticides,Pesticides Pctl,Tox. Release,Tox. Release Pctl,Traffic,Traffic Pctl,Cleanup Sites,Cleanup Sites Pctl,Groundwater Threats,Groundwater Threats Pctl,Haz. Waste,Haz. Waste Pctl,Imp. Water Bodies,Imp. Water Bodies Pctl,Solid Waste,Solid Waste Pctl,Pollution Burden,Pollution Burden Score,Pollution Burden Pctl,Asthma,Asthma Pctl,Low Birth Weight,Low Birth Weight Pctl,Cardiovascular Disease,Cardiovascular Disease Pctl,Education,Education Pctl,Linguistic Isolation,Linguistic Isolation Pctl,Poverty,Poverty Pctl,Unemployment,Unemployment Pctl,Housing Burden,Housing Burden Pctl,Pop. Char. ,Pop. Char. Score,Pop. Char. Pctl
2023-09-15,1284,6075061200,4293,San Francisco,94124,San Francisco,-122.3901777,37.7370414,45.32,83.81,80-85%,0.028,1.18,8.629554042,27.36,0.668,94.84,257.97,13.56,84.72,93.25,0.05,18.88,476.2013347,45.94,455.6153875,17.71,2.6,31.01,3.7,25.5,2.8,92.8,14.0,93.4,7.0,83.46,47.8,5.88,69.66,123.98,96.44,6.05,76.12,11.96,45.8,29.9,79.1,23.4,90.43,32.0,54.01,11.3,87.2,21.9,68.2,74.29,7.7,85.27
2023-11-07,1285,6013327000,7635,Contra Costa,94520,Concord,-122.053206,37.9849793,45.32,83.8,80-85%,0.037,17.77,8.842408502,33.85,0.324,78.86,252.41,9.97,70.22,79.22,0.09,22.85,1510.0,68.46,2997.02076,95.85,28.5,90.5,44.35,88.69,0.425,65.21,2.0,24.15,0.5,20.37,53.16,6.54,82.04,86.0,88.04,6.41,82.28,15.19,67.49,16.7,58.21,11.2,65.94,28.7,48.56,7.4,64.21,14.6,34.67,66.79,6.93,75.38
2023-07-05,1286,6001401600,2269,Alameda ,94607,Oakland,-122.2814825,37.8173716,45.31,83.78,80-85%,0.027,0.15,10.12088161,50.03,0.451,87.55,108.41,3.93,85.05,93.45,0.0,0.0,733.4173381,55.02,552.4033852,24.89,91.45,99.01,222.1,99.3,0.56,73.22,10.0,84.2,0.4,11.8,50.75,6.25,76.85,114.33,95.46,7.45,93.51,9.87,28.61,11.2,44.79,11.5,66.9,43.6,71.11,6.7,57.2,37.1,96.94,69.96,7.25,79.62
2023-03-27,1291,6013309000,3564,Contra Costa,94565,Pittsburg,-121.8641513,38.0392742,45.29,83.72,80-85%,0.041,28.15,8.724056076,30.69,0.167,55.51,278.95,15.41,37.74,33.9,0.0,0.0,1567.793294,69.1,425.0042322,15.71,91.25,98.98,66.8,94.17,12.7,99.17,21.0,99.0,9.0,88.92,52.72,6.49,81.29,102.42,93.22,7.45,93.51,16.14,72.18,7.6,31.97,1.4,10.45,29.1,49.36,14.6,95.23,18.7,54.68,67.32,6.98,76.04
2023-10-15,1296,6095253500,10124,Solano ,94571,Rio Vista,-121.7715997,38.2050259,45.24,83.66,80-85%,0.043,32.71,8.214732915,16.57,0.021,7.67,876.61,94.02,28.97,22.64,61.97,74.18,269.8303274,38.38,287.8902401,7.65,12.0,70.69,90.75,96.34,3.26,93.83,22.0,99.32,18.2,97.56,55.0,6.77,85.45,81.35,85.84,7.08,90.67,19.14,84.62,7.5,31.53,2.4,19.15,27.3,46.09,8.0,69.34,16.3,43.16,64.45,6.68,72.23
2023-09-24,1305,6001407200,6894,Alameda ,94601,Oakland,-122.2192819,37.7777848,45.15,83.54,80-85%,0.028,3.85,9.109593523,39.38,0.563,91.8,108.41,3.93,90.49,97.02,0.0,0.0,581.9289958,49.51,500.2496981,20.95,19.3,83.53,103.8,96.98,0.01,8.74,11.0,87.97,0.45,12.02,44.82,5.52,61.57,129.22,97.16,5.05,53.85,14.25,61.9,46.6,93.79,28.3,94.49,56.5,86.22,9.9,81.27,25.3,78.75,78.94,8.18,91.17
2023-10-19,1329,6001406201,4858,Alameda ,94601,Oakland,-122.230736,37.7850448,45.0,83.24,80-85%,0.028,1.98,9.253196839,41.29,0.537,91.1,108.41,3.93,90.73,97.24,0.0,0.0,600.5659892,50.37,323.6236774,9.45,16.9,80.34,56.9,92.2,0.01,8.74,11.0,87.97,0.0,0.0,42.56,5.24,55.03,123.1,96.22,6.35,81.33,13.56,57.69,39.3,88.4,24.5,91.51,56.4,86.11,8.8,75.06,34.8,95.31,82.85,8.59,94.97
2023-05-08,1345,6081602300,4167,San Mateo,94080,South San Francisco,-122.3963686,37.6504433,44.82,83.04,80-85%,0.028,3.9,8.803655476,32.89,0.656,94.59,518.78,50.54,69.43,78.45,0.0,0.0,294.9046631,39.55,1631.123507,80.79,87.25,98.85,267.85,99.61,13.135,99.24,11.0,87.97,16.2,96.71,63.88,7.86,95.83,59.96,68.94,5.03,53.16,12.27,48.39,17.8,60.1,8.4,54.47,28.7,48.56,6.4,53.92,17.4,48.61,54.98,5.7,57.84
2023-02-27,1347,6085501600,7597,Santa Clara,95112,San Jose,-121.8750532,37.3294823,44.78,83.01,80-85%,0.039,21.02,8.990585175,37.13,0.691,95.13,289.69,18.44,67.94,76.35,0.0,0.0,85.7872009,25.04,1559.595971,79.25,7.1,53.12,37.75,85.52,0.25,58.79,4.0,44.59,4.2,69.99,50.16,6.17,75.61,63.73,72.98,7.16,91.34,11.22,39.71,21.4,66.69,9.7,60.14,49.3,78.38,7.0,60.24,33.3,94.03,69.95,7.25,79.61
2023-01-21,1348,6001401300,3855,Alameda ,94609,Oakland,-122.2667133,37.8180997,44.78,83.0,80-85%,0.027,0.39,9.771344995,46.78,0.966,97.97,108.41,3.93,39.52,36.41,0.0,0.0,736.3429972,55.12,1724.787365,82.44,26.0,89.06,321.35,99.8,2.495,91.39,11.0,87.97,0.0,0.0,51.47,6.33,78.49,109.78,94.9,6.61,85.17,11.76,44.18,14.5,53.87,11.5,66.9,46.8,75.23,7.5,65.16,17.0,46.8,68.17,7.07,77.19
2023-08-25,1374,6075023102,4526,San Francisco,94124,San Francisco,-122.3844982,37.734492,44.6,82.67,80-85%,0.028,1.11,8.768750217,32.01,0.207,63.42,257.97,13.56,58.41,63.29,0.04,18.05,473.2379863,45.83,322.291326,9.39,13.9,74.92,26.35,77.11,1.525,86.13,14.0,93.4,8.25,87.15,48.47,5.97,71.5,123.98,96.44,8.7,98.33,11.96,45.8,14.7,54.29,4.2,32.23,52.9,82.55,12.7,91.26,19.8,59.73,72.1,7.48,82.56
2023-10-12,1398,6001407500,4560,Alameda ,94621,Oakland,-122.1976091,37.769515,44.3,82.37,80-85%,0.029,5.03,8.831343231,33.59,0.371,82.74,108.41,3.93,94.56,99.37,0.0,0.0,571.6220093,49.12,571.6847921,26.33,6.6,50.38,27.3,77.9,0.0,0.0,10.0,84.2,0.6,21.23,40.59,5.0,49.48,115.64,95.58,7.24,91.98,12.18,47.42,46.7,93.88,23.1,90.14,72.9,97.41,10.7,84.89,37.5,97.2,85.52,8.87,96.92
2023-11-02,1400,6075023300,3456,San Francisco,94124,San Francisco,-122.3977689,37.7254139,44.26,82.35,80-85%,0.028,1.48,8.747823793,31.47,2.605,99.93,257.97,13.56,54.06,57.21,0.04,17.8,448.7899984,44.99,1785.72982,83.58,5.2,45.68,1.25,10.46,0.25,58.79,10.0,84.2,9.0,88.92,48.37,5.95,71.31,123.98,96.44,5.17,56.88,11.96,45.8,27.6,76.34,28.1,94.33,34.0,57.4,9.7,80.33,24.6,76.8,71.71,7.43,82.01
2023-07-28,1429,6001428700,4484,Alameda ,94501,Alameda,-122.3050028,37.7801283,44.01,81.98,80-85%,0.027,0.37,9.416794882,43.47,0.905,97.61,108.67,3.98,23.26,15.8,0.0,0.0,611.967987,50.83,1011.03674,58.63,71.3,98.27,570.9,99.97,3.97,94.55,11.0,87.97,6.0,79.63,53.25,6.55,82.2,64.7,74.0,6.41,82.28,12.67,51.82,14.7,54.29,11.6,67.21,33.1,56.02,11.7,88.62,14.6,34.67,64.76,6.71,72.65
2023-05-13,1468,6095251902,5833,Solano ,94589,Vallejo,-122.244108,38.1480354,43.6,81.49,80-85%,0.035,13.09,8.892141302,35.05,0.157,52.81,574.05,55.6,43.13,41.51,0.0,0.0,1139.209005,63.77,1226.190149,69.64,2.0,27.73,11.5,52.51,0.035,17.67,2.0,24.15,5.1,75.35,40.78,5.02,50.14,243.29,100.0,7.5,93.88,23.37,95.75,17.6,59.74,10.7,64.07,35.6,59.6,16.9,97.65,23.7,73.93,83.77,8.69,95.65
2023-07-27,1477,6085504318,5929,Santa Clara,95131,San Jose,-121.8957703,37.376939,43.52,81.37,80-85%,0.038,19.54,8.836600438,33.71,0.516,90.49,439.47,41.42,49.3,50.48,0.0,0.0,212.7121989,35.16,2739.121583,94.31,143.8,99.78,98.25,96.79,15.44,99.68,3.0,34.11,32.35,99.76,59.1,7.27,91.7,36.67,36.05,5.84,71.79,9.81,28.12,26.7,75.1,32.6,96.69,33.7,57.02,9.1,76.83,16.6,44.76,57.7,5.98,61.79
2023-05-04,1496,6085503105,2529,Santa Clara,95122,San Jose,-121.858788,37.3262673,43.36,81.13,80-85%,0.039,21.89,9.072356839,38.77,0.379,83.48,289.69,18.44,36.31,32.06,0.0,0.0,79.63339743,24.3,2395.507618,91.53,12.9,72.51,36.5,84.86,6.61,97.12,3.0,34.11,10.5,91.78,51.23,6.31,77.97,54.38,62.33,5.13,55.85,11.19,39.46,34.8,84.26,53.1,99.59,39.4,64.89,8.2,70.86,26.1,80.86,66.32,6.88,74.78
2023-08-28,1508,6001401500,2663,Alameda ,94608,Emeryville,-122.2806358,37.8229232,43.29,80.98,80-85%,0.027,0.26,9.890660139,48.08,0.626,93.75,108.41,3.93,66.5,74.57,0.0,0.0,764.7543234,55.77,605.9409867,28.89,74.9,98.45,169.45,98.86,0.585,73.79,10.0,84.2,1.0,33.24,51.34,6.32,78.21,103.03,93.31,9.55,99.31,9.56,25.87,11.9,47.09,5.9,42.39,42.9,69.99,6.7,57.2,25.7,79.85,66.07,6.85,74.35
2023-08-29,1561,6013368002,3659,Contra Costa,94806,San Pablo,-122.3520845,37.9610592,42.63,80.32,80-85%,0.03,7.17,9.173241749,40.29,0.358,81.93,108.41,3.93,74.46,83.59,0.54,36.75,2399.873373,76.18,475.1955506,19.05,18.15,82.34,18.75,67.29,0.55,72.76,11.0,87.97,0.5,20.37,51.12,6.29,77.66,102.27,93.2,4.39,35.6,17.05,76.41,37.1,86.34,13.9,73.74,38.6,63.76,3.7,19.73,21.8,67.83,65.34,6.77,73.38
2023-01-09,1586,6001423200,3004,Alameda ,94710,Berkeley,-122.2936857,37.8645164,42.4,80.0,80-85%,0.028,2.36,9.140887167,39.79,0.401,84.92,108.41,3.93,63.85,71.07,0.0,0.0,1180.040996,64.42,762.4209296,41.44,17.45,81.12,71.9,94.78,2.35,90.98,10.0,84.2,0.0,0.0,49.07,6.04,73.02,73.51,81.09,5.88,72.85,12.12,46.83,11.0,44.01,,,40.5,66.48,8.6,73.8,30.1,89.7,67.71,7.02,76.58
2023-05-08,1615,6085501502,4855,Santa Clara,95116,San Jose,-121.8644444,37.3375921,42.04,79.63,75-80%,0.039,21.39,9.082305054,38.97,0.63,93.88,289.69,18.44,77.45,86.8,0.0,0.0,83.10016887,24.71,4192.282207,99.06,6.0,49.09,27.25,77.84,0.25,58.79,3.0,34.11,8.5,87.61,52.43,6.45,80.91,53.07,60.32,6.19,78.86,10.1,30.75,37.8,87.01,25.2,92.3,54.0,83.82,5.6,43.81,15.3,38.17,62.83,6.51,69.58
2023-01-26,1623,6001401000,6024,Alameda ,94608,Emeryville,-122.2719625,37.831217,41.94,79.53,75-80%,0.027,0.49,9.618671793,45.8,1.484,99.4,108.41,3.93,74.69,83.87,0.0,0.0,816.4623209,57.18,1454.943298,77.13,16.05,79.19,169.75,98.89,0.31,62.06,10.0,84.2,0.0,0.0,52.27,6.43,80.44,92.46,90.35,6.9,88.85,9.31,23.69,14.7,54.29,4.2,32.23,29.6,50.15,7.2,62.26,31.3,91.59,62.87,6.52,69.67
2023-10-11,1634,6013369001,7336,Contra Costa,94806,San Pablo,-122.3363969,37.9566485,41.83,79.39,75-80%,0.03,7.22,9.081541597,38.93,0.849,97.16,108.41,3.93,62.21,68.69,0.18,28.15,2086.160991,73.88,1331.891912,73.26,0.0,0.0,13.5,57.01,0.5,70.25,2.0,24.15,0.0,0.0,42.7,5.26,55.49,85.63,87.95,6.15,78.21,14.4,62.84,31.8,81.34,29.7,95.39,50.0,79.17,6.6,56.19,23.7,73.93,76.77,7.96,88.7
2023-09-20,1637,6001402800,4639,Alameda ,94612,Oakland,-122.2715003,37.8087183,41.78,79.36,75-80%,0.027,0.29,9.918430785,48.33,0.645,94.28,108.41,3.93,64.19,71.55,0.0,0.0,694.8693339,53.92,637.0573432,31.2,16.1,79.28,242.8,99.48,2.92,93.01,11.0,87.97,0.1,1.98,49.41,6.08,73.86,122.65,96.16,4.98,51.82,11.19,39.46,16.0,56.7,14.8,75.84,45.4,73.47,7.5,65.16,25.4,79.09,66.27,6.87,74.73
2023-09-22,1647,6085503110,5141,Santa Clara,95122,San Jose,-121.8498004,37.3331809,41.73,79.23,75-80%,0.039,22.29,9.057390764,38.56,0.756,96.17,289.69,18.44,56.64,60.89,0.0,0.0,78.55319977,24.16,4780.572058,99.54,0.0,0.0,19.0,67.87,0.5,70.25,3.0,34.11,0.8,23.85,43.07,5.3,56.7,71.35,79.21,5.05,53.85,14.97,66.05,54.1,97.6,33.1,96.9,60.7,90.2,6.5,54.93,29.1,87.62,75.91,7.87,87.55
2023-09-18,1648,6081611900,10333,San Mateo,94303,Palo Alto,-122.1238259,37.4667198,41.73,79.22,75-80%,0.033,10.45,8.315570206,18.52,0.167,55.4,701.61,69.04,67.09,75.17,0.0,0.0,92.0830358,25.95,1333.976635,73.35,22.7,86.45,142.25,98.23,0.545,72.14,12.0,90.16,6.0,79.63,55.76,6.86,86.77,62.66,71.93,6.32,80.73,11.0,37.75,34.9,84.34,10.2,62.3,28.3,48.0,2.7,9.23,21.1,65.13,58.64,6.08,63.32
2023-09-13,1651,6001406202,4751,Alameda ,94601,Oakland,-122.2265557,37.7819786,41.72,79.18,75-80%,0.028,2.87,9.253196839,41.29,0.351,81.19,108.41,3.93,89.18,96.13,0.0,0.0,590.2493388,49.9,622.9669463,29.99,15.5,78.07,83.2,95.82,0.02,10.06,11.0,87.97,0.0,0.0,43.57,5.36,58.12,129.22,97.16,4.81,47.1,14.25,61.9,34.3,83.74,35.3,97.47,59.9,89.64,5.9,47.45,29.5,88.4,75.03,7.78,86.27
2023-09-10,1664,6001402600,1196,Alameda ,94607,Oakland,-122.2799541,37.8042711,41.63,79.02,75-80%,0.027,0.21,9.942820267,48.5,1.094,98.62,108.41,3.93,52.04,53.91,0.0,0.0,678.6083476,53.38,906.461293,51.99,33.0,92.59,126.85,97.78,2.295,90.68,10.0,84.2,0.0,0.0,50.23,6.18,75.71,133.48,97.62,1.61,0.92,11.45,41.75,23.3,69.68,34.1,97.11,68.7,95.62,12.4,90.39,20.6,62.89,64.95,6.73,72.96
2023-11-06,1678,6001400900,2471,Alameda ,94608,Emeryville,-122.2802437,37.8394669,41.48,78.84,75-80%,0.027,0.6,9.455344585,44.01,0.35,81.12,108.41,3.93,72.31,81.39,0.0,0.0,873.9923503,58.52,590.0743735,27.58,28.5,90.5,141.3,98.15,0.535,71.97,10.0,84.2,0.0,0.0,47.75,5.88,69.57,119.2,95.81,7.89,96.02,11.18,39.32,8.4,35.38,9.5,59.45,32.8,55.5,7.1,61.36,27.3,83.75,68.07,7.06,77.04
2023-07-24,1692,6001437101,7343,Alameda ,94587,Union City,-122.126873,37.6059048,41.34,78.66,75-80%,0.032,9.41,8.644264692,27.94,0.074,27.6,391.5,33.23,34.95,30.17,0.0,0.0,1107.126994,63.21,1868.584695,85.09,96.2,99.11,142.0,98.2,6.26,96.94,11.0,87.97,22.5,98.8,55.12,6.78,85.64,91.26,90.09,6.34,81.22,17.46,78.12,13.9,52.33,5.6,40.8,19.5,30.54,4.9,35.13,10.2,13.19,58.77,6.09,63.59
2023-11-28,1705,6095251901,5281,Solano ,94589,Vallejo,-122.2405897,38.1366028,41.22,78.5,75-80%,0.035,12.99,8.979333535,36.89,0.109,39.99,297.4,19.21,53.17,55.77,0.0,0.0,1154.025675,64.03,1848.141819,84.8,2.0,27.73,20.5,69.9,0.25,58.79,2.0,24.15,5.25,75.94,43.24,5.32,57.16,243.29,100.0,5.12,55.61,23.37,95.75,13.8,52.09,6.5,45.32,37.9,62.86,11.5,87.89,25.7,79.85,74.69,7.74,85.79
2023-06-25,1736,6001405902,2979,Alameda ,94606,Oakland,-122.240953,37.7909446,40.9,78.11,75-80%,0.028,0.88,9.478637686,44.28,0.381,83.58,108.41,3.93,84.24,92.83,0.0,0.0,622.8190002,51.28,324.2109418,9.48,4.05,39.93,38.75,86.04,0.05,26.37,14.0,93.4,0.0,0.0,40.24,4.95,48.57,99.29,92.36,6.55,84.15,10.29,32.24,43.0,91.4,29.1,95.12,50.2,79.33,13.0,92.16,30.6,90.44,79.64,8.26,92.06
2023-03-05,1745,6085512602,2377,Santa Clara,95020,Gilroy,-121.5244284,37.018124,40.84,77.99,75-80%,0.041,29.21,6.173595689,3.82,0.093,34.79,844.63,91.53,53.49,56.37,5740.99,97.03,11.5876999,11.65,837.5408527,46.88,16.6,79.97,24.25,74.61,0.3,61.73,22.0,99.32,32.0,99.73,58.63,7.22,90.93,56.99,65.45,3.79,21.82,16.53,74.03,24.1,71.07,13.7,73.31,26.4,44.21,5.0,36.44,18.1,51.91,54.58,5.66,57.14
2023-12-08,1756,6095251000,2648,Solano ,94590,Vallejo,-122.2485415,38.1011243,40.77,77.86,75-80%,0.034,11.94,9.097854708,39.25,0.23,67.17,297.4,19.21,81.83,90.91,0.27,30.55,906.9556477,59.27,350.1277777,11.01,4.5,42.96,32.95,82.67,0.11,43.58,5.0,52.0,1.5,39.94,44.85,5.52,61.66,199.35,99.81,4.55,39.89,21.22,91.55,12.4,48.44,7.3,49.69,47.5,76.16,7.7,66.71,28.3,85.85,71.23,7.38,81.49
2023-01-04,1766,6001405901,4348,Alameda ,94606,Oakland,-122.2357701,37.787786,40.68,77.73,75-80%,0.028,1.17,9.478637686,44.28,0.36,81.98,108.41,3.93,90.76,97.25,0.0,0.0,609.4726664,50.74,363.895698,11.88,11.65,67.44,37.0,85.18,0.06,28.51,15.0,94.83,0.0,0.0,42.67,5.25,55.41,97.64,91.91,5.01,52.54,10.13,30.89,45.0,92.79,37.7,98.01,67.9,95.23,8.5,73.08,35.5,95.86,74.72,7.75,85.83
2023-06-09,1772,6081602200,8740,San Mateo,94080,South San Francisco,-122.4175676,37.656229,40.61,77.65,75-80%,0.028,3.83,8.808855773,33.07,0.231,67.27,368.58,30.26,76.29,85.57,0.0,0.0,290.5493368,39.4,1093.674026,63.65,45.8,95.48,88.3,96.22,4.185,94.8,10.0,84.2,0.3,10.65,52.34,6.44,80.62,61.61,70.83,5.02,52.85,12.58,51.1,26.5,74.79,19.6,85.55,30.8,52.22,4.6,31.32,23.3,72.73,60.79,6.3,66.48
2023-01-09,1775,6001433200,7625,Alameda ,94578,San Leandro,-122.1470769,37.70175,40.58,77.62,75-80%,0.031,8.33,8.676042456,28.99,0.685,95.02,108.41,3.93,74.47,83.62,0.0,0.0,572.5159912,49.17,2726.551899,94.29,31.8,92.03,37.05,85.21,0.15,50.18,1.0,13.12,8.0,86.86,52.1,6.41,80.07,89.69,89.48,5.09,54.85,14.44,63.05,15.4,55.58,16.0,78.93,40.2,66.06,4.7,32.61,14.1,31.55,61.03,6.33,66.89
2023-05-13,1783,6001407400,4399,Alameda ,94601,Oakland,-122.2067479,37.7710407,40.55,77.52,75-80%,0.029,4.64,8.92464515,35.63,0.395,84.48,108.41,3.93,95.17,99.53,0.0,0.0,577.8266703,49.3,365.5385258,12.0,21.45,85.3,73.65,95.01,0.01,8.74,10.0,84.2,0.75,23.31,43.9,5.4,59.09,129.22,97.16,3.99,26.29,14.25,61.9,40.3,89.42,18.1,83.24,52.9,82.55,12.3,90.19,22.3,69.49,72.38,7.5,82.85
2023-09-20,1787,6013307102,5273,Contra Costa,94509,Antioch,-121.8155705,38.0004738,40.52,77.47,75-80%,0.042,30.27,8.683198889,29.21,0.319,78.34,238.61,8.69,85.53,93.77,0.0,0.0,404.9266612,43.66,928.1914488,53.64,0.0,0.0,21.6,71.56,0.0,0.0,13.0,92.08,0.0,0.0,39.04,4.81,45.08,171.45,99.49,5.19,57.39,23.43,95.83,27.2,75.82,9.2,58.05,51.5,81.06,11.7,88.62,29.6,88.58,81.33,8.43,93.64
2023-04-05,1788,6013314200,7323,Contra Costa,94565,Pittsburg,-121.9812128,38.0467432,40.51,77.45,75-80%,0.039,22.53,8.806292078,33.01,0.11,40.26,332.91,25.87,78.46,87.8,0.0,0.0,1171.323669,64.25,409.711349,14.86,10.0,64.03,8.5,43.71,0.0,0.0,9.0,78.41,0.0,0.0,36.46,4.49,37.1,135.71,97.88,7.06,90.49,20.32,88.42,38.2,87.37,20.3,86.42,54.4,84.18,11.8,88.92,20.5,62.55,87.08,9.03,97.89
2023-08-12,1807,6075061000,4851,San Francisco,94134,San Francisco,-122.3846994,37.7132283,40.33,77.21,75-80%,0.028,1.44,8.750025922,31.55,2.026,99.8,599.27,57.52,42.46,40.76,0.09,23.03,429.7863261,44.38,1374.457732,74.6,65.2,97.83,97.4,96.72,1.65,86.91,11.0,87.97,22.85,98.85,62.31,7.67,94.66,68.35,77.32,5.25,58.79,8.24,14.99,14.5,53.87,11.2,65.94,24.3,40.16,7.0,60.24,14.7,35.19,50.72,5.26,51.3
2023-01-03,1811,6085501501,4845,Santa Clara,95116,San Jose,-121.8583166,37.3417324,40.28,77.16,75-80%,0.039,21.59,9.082305054,38.97,0.667,94.82,289.69,18.44,69.96,78.96,0.0,0.0,81.64379883,24.51,4004.463197,98.7,0.0,0.0,21.25,71.06,0.25,58.79,3.0,34.11,0.6,21.23,43.68,5.38,58.42,74.8,81.9,4.17,30.59,13.95,59.88,39.8,88.88,26.9,93.68,48.5,77.36,12.8,91.61,27.3,83.75,72.26,7.49,82.7
2023-09-10,1814,6013306003,5115,Contra Costa,94509,Antioch,-121.7994409,38.0053331,40.26,77.12,75-80%,0.042,30.79,8.738928229,31.28,0.221,65.68,238.46,8.65,84.73,93.26,0.01,8.88,302.9946645,40.0,691.1693811,35.31,6.7,50.55,43.5,88.19,0.1,41.46,13.0,92.08,0.0,0.0,44.31,5.45,60.06,171.45,99.49,5.66,68.14,23.43,95.83,21.0,65.96,8.1,53.29,30.3,51.32,4.0,23.29,25.4,79.09,71.2,7.38,81.41
2023-10-24,1819,6081604101,8125,San Mateo,94066,San Bruno,-122.410087,37.6236,40.24,77.06,75-80%,0.029,4.46,8.602290499,26.2,0.388,84.08,503.05,49.33,78.54,87.89,0.0,0.0,253.5886663,37.49,1098.858229,63.93,13.9,74.92,62.6,93.56,0.01,8.74,9.0,78.41,2.6,58.54,50.39,6.2,76.0,57.65,66.44,5.46,63.54,12.16,47.32,25.0,72.57,9.6,59.82,31.9,53.83,7.7,66.71,24.8,77.27,62.57,6.49,69.19
2023-02-22,1838,6013380000,6376,Contra Costa,94804,Richmond,-122.3560521,37.8969709,40.09,76.82,75-80%,0.029,5.12,8.984607609,36.99,0.747,96.02,108.41,3.93,34.28,29.27,0.0,0.0,2264.210062,75.17,1181.281932,67.98,147.05,99.82,52.95,91.18,2.685,92.41,14.0,93.4,0.0,0.0,51.32,6.32,78.15,158.82,99.33,5.09,54.85,16.06,71.77,8.9,37.01,9.0,57.22,28.9,48.96,7.0,60.24,14.2,32.08,61.21,6.35,67.18
2023-03-13,1851,6081610500,4905,San Mateo,94063,Redwood City,-122.2044816,37.4797497,40.02,76.66,75-80%,0.031,7.92,7.874057394,12.27,0.214,64.48,701.46,69.03,83.38,92.21,0.0,0.0,96.2523346,26.64,536.1992385,23.68,27.35,89.77,60.8,93.32,1.09,82.74,0.0,0.0,8.0,86.86,48.2,5.93,70.83,67.69,76.96,6.02,75.56,11.04,38.24,33.6,83.17,16.7,80.41,38.2,63.19,4.1,24.32,26.4,81.65,65.07,6.75,73.09
2023-01-09,1865,6085503112,4092,Santa Clara,95112,San Jose,-121.8709918,37.3223412,39.92,76.48,75-80%,0.039,21.51,8.920972219,35.54,0.498,89.82,289.69,18.44,53.53,56.49,0.0,0.0,83.31790163,24.72,1071.243873,62.36,15.45,77.82,58.65,92.78,4.31,94.94,4.0,44.59,5.1,75.35,51.44,6.33,78.42,48.88,54.97,5.93,73.76,9.56,25.87,27.6,76.34,19.4,85.15,41.1,67.44,7.1,61.36,19.9,60.22,60.82,6.31,66.54
2023-05-14,1874,6097153200,8621,Sonoma ,95407,Santa Rosa,-122.7284015,38.3880499,39.81,76.37,75-80%,0.031,7.95,7.288557989,8.34,0.083,31.0,854.52,92.2,46.32,46.08,0.17,27.69,0.0040985,0.78,1311.376048,72.64,7.0,52.96,56.2,92.07,0.16,50.99,4.0,44.59,17.0,97.14,46.41,5.71,65.94,71.97,79.89,4.28,33.12,20.47,88.77,27.7,76.45,8.3,54.14,40.4,66.27,7.7,66.71,23.2,72.38,67.22,6.97,75.9
2023-03-06,1876,6095251803,4816,Solano ,94589,Vallejo,-122.2652793,38.1358448,39.79,76.34,75-80%,0.034,12.37,8.965356494,36.57,0.216,64.95,623.74,59.48,51.81,53.72,0.0,0.0,912.2359821,59.38,1342.463617,73.61,1.0,18.72,16.0,62.77,0.1,41.46,0.0,0.0,6.0,79.63,43.51,5.36,57.95,228.91,99.95,7.69,95.16,22.04,93.49,17.9,60.34,6.5,45.32,35.1,58.99,4.5,29.9,15.9,41.03,71.66,7.43,81.95
2023-03-05,1882,6013336201,3966,Contra Costa,94520,Concord,-122.0474489,37.9606497,39.77,76.27,75-80%,0.037,17.93,8.845924874,33.98,0.507,90.23,252.41,9.97,80.13,89.32,0.99,42.01,1049.90269,62.2,3167.539218,96.58,9.0,60.78,12.8,55.2,0.01,8.74,1.0,13.12,0.0,0.0,46.04,5.67,64.95,98.8,92.21,3.8,22.08,17.03,76.38,24.4,71.57,18.0,83.11,37.0,61.67,12.8,91.61,17.9,51.05,67.68,7.02,76.54
2023-04-22,1883,6085503602,5368,Santa Clara,95116,San Jose,-121.8522546,37.3445854,39.75,76.25,75-80%,0.039,21.87,9.273947034,41.56,0.697,95.3,289.69,18.44,68.57,77.26,0.0,0.0,80.92480217,24.47,2809.592955,94.83,0.0,0.0,18.15,66.32,0.635,76.07,1.0,13.12,0.0,0.0,41.51,5.11,52.33,86.48,88.33,4.72,44.47,16.0,71.54,36.5,85.72,29.9,95.54,46.6,74.99,7.7,66.71,28.8,86.95,75.05,7.78,86.28
2023-12-11,1896,6081610202,3151,San Mateo,94063,Redwood City,-122.2304268,37.4894625,39.61,76.09,75-80%,0.031,7.49,8.121197297,15.15,0.505,90.14,397.2,33.9,48.77,49.77,0.0,0.0,95.88316853,26.53,1946.473033,86.16,105.7,99.33,225.35,99.33,1.32,85.02,0.0,0.0,2.1,52.33,48.16,5.93,70.74,72.75,80.42,7.24,91.98,11.8,44.53,13.3,50.91,11.1,65.59,24.4,40.36,5.2,39.12,28.8,86.95,64.45,6.68,72.22
